year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2023,4,30,38.9 B,Ferrero,Giovanni,Giovanni Ferrero,21-09-1964,58,Male,Italy,Belgium,Brussels,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2023,4,31,38.3 B,Mars,Jacqueline,Jacqueline Mars,10-10-1939,83,Female,United States,United States,The Plains,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2023,4,31,38.3 B,Mars,John,John Mars,15-10-1935,87,Male,United States,United States,Jackson,Food & Beverage,['Food & Beverage'],,,FALSE,Increased
2023,4,33,38.0 B,Li,Ka-shing,Li Ka-shing,13-06-1928,94,Male,Hong Kong,Hong Kong,,Diversified,['Diversified'],CK Hutchison Holdings,Senior Advisor,TRUE,Increased
2023,4,34,35.3 B,Ma,Huateng,Ma Huateng,29-10-1971,51,Male,China,China,Shenzhen,Technology,['Technology'],Tencent Holdings,Chairman and CEO,TRUE,Decreased
2023,4,35,35.0 B,Adelson,Miriam,Miriam Adelson & family,10-10-1945,77,Female,United States,United States,Las Vegas,Gambling & Casinos,['Gambling & Casinos'],,,FALSE,Increased
2023,4,35,35.0 B,Griffin,Ken,Ken Griffin,15-10-1968,54,Male,United States,United States,Miami,Finance & Investments,['Finance & Investments'],Citadel LLC,Founder & CEO,TRUE,Increased
2023,4,37,34.7 B,Mateschitz,Mark,Mark Mateschitz,07-05-1992,30,Male,Austria,Austria,Salzburg,Food & Beverage,['Food & Beverage'],,,FALSE,
2023,4,38,33.4 B,Zeng,Robin,Robin Zeng,01-01-1969,54,Male,Hong Kong,China,Ningde,Automotive,['Automotive'],,,TRUE,Decreased
2023,4,39,32.6 B,Yanai,Tadashi,Tadashi Yanai & family,07-02-1949,74,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,TRUE,Increased
2023,4,40,32.1 B,Blavatnik,Len,Len Blavatnik,01-06-1957,65,Male,United States,United Kingdom,London,Diversified,['Diversified'],,,TRUE,Decreased
2023,4,41,31.6 B,Wertheimer,Alain,Alain Wertheimer,28-08-1948,74,Male,France,United States,New York,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2023,4,41,31.6 B,Wertheimer,Gerard,Gerard Wertheimer,09-01-1951,72,Male,France,United States,New York,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2023,4,43,31.2 B,Aponte,Gianluigi,Gianluigi Aponte,27-06-1940,82,Male,Switzerland,Switzerland,Geneva,Logistics,['Logistics'],,,TRUE,
2023,4,43,31.2 B,Aponte-Diamant,Rafaela,Rafaela Aponte-Diamant,26-03-1945,78,Female,Switzerland,Switzerland,Geneva,Logistics,['Logistics'],,,TRUE,
2023,4,45,30.2 B,Huang,Colin Zheng,Colin Zheng Huang,02-02-1980,43,Male,China,China,Shanghai,Technology,['Technology'],,,TRUE,Increased
2023,4,46,29.7 B,Wuerth,Reinhold,Reinhold Wuerth & family,20-04-1935,87,Male,Germany,Germany,Kuenzelsau,Manufacturing,['Manufacturing'],,,TRUE,Increased
2023,4,47,29.5 B,Lee,Shau Kee,Lee Shau Kee,29-01-1928,95,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,TRUE,Decreased
2023,4,48,28.5 B,Yass,Jeff,Jeff Yass,17-07-1958,64,Male,United States,United States,Haverford,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2023,4,49,28.1 B,Simons,Jim,Jim Simons,25-04-1938,84,Male,United States,United States,East Setauket,Finance & Investments,['Finance & Investments'],Renaissance Technologies Corp.,Founder,TRUE,Decreased
2023,4,50,27.8 B,Schwarzman,Stephen,Stephen Schwarzman,14-02-1947,76,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Blackstone,Chairman and CEO,TRUE,Decreased
2023,4,51,27.4 B,Klatten,Susanne,Susanne Klatten,28-04-1962,60,Female,Germany,Germany,Bad Homburg,Automotive,['Automotive'],,,FALSE,Increased
2023,4,52,27.0 B,Rinehart,Gina,Gina Rinehart,09-02-1954,69,Female,Australia,Australia,Perth,Metals & Mining,['Metals & Mining'],Hancock Prospecting,Executive Chairman,FALSE,Decreased
2023,4,53,26.7 B,Ding,William Lei,William Lei Ding,01-10-1971,51,Male,China,China,Hangzhou,Technology,['Technology'],,,TRUE,Increased
2023,4,54,26.6 B,Larrea Mota Velasco,Germán,Germán Larrea Mota Velasco & family,26-10-1953,69,Male,Mexico,Mexico,Mexico City,Metals & Mining,['Metals & Mining'],,,FALSE,Decreased
2023,4,55,25.6 B,Nadar,Shiv,Shiv Nadar,18-07-1945,77,Male,India,India,Delhi,Technology,['Technology'],,,TRUE,Decreased
2023,4,56,25.5 B,Low Tuck,Kwong,Low Tuck Kwong,17-04-1948,74,Male,Indonesia,Indonesia,Jakarta,Energy,['Energy'],,,TRUE,Increased
2023,4,57,25.3 B,Peterffy,Thomas,Thomas Peterffy,30-09-1944,78,Male,United States,United States,Palm Beach,Finance & Investments,['Finance & Investments'],,,TRUE,Increased
2023,4,58,25.2 B,Melnichenko,Andrey,Andrey Melnichenko & family,08-03-1972,51,Male,Russia,United Arab Emirates,Ras Al Khaimah,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2023,4,59,24.6 B,Quandt,Stefan,Stefan Quandt,09-05-1966,56,Male,Germany,Germany,Frankfurt,Automotive,['Automotive'],,,FALSE,Increased
2023,4,60,24.4 B,Scott,MacKenzie,MacKenzie Scott,07-04-1970,52,Female,United States,United States,Seattle,Technology,['Technology'],,Philanthropist,FALSE,Decreased
2023,4,61,24.2 B,Hartono,R. Budi,R. Budi Hartono,01-01-1941,82,Male,Indonesia,Indonesia,Kudus,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2023,4,62,23.7 B,Potanin,Vladimir,Vladimir Potanin,03-01-1961,62,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2023,4,63,23.5 B,Ma,Jack,Jack Ma,10-09-1964,58,Male,China,China,Hangzhou,Technology,['Technology'],,,TRUE,Increased
2023,4,64,23.4 B,He,Xiangjian,He Xiangjian & family,11-08-1942,80,Male,China,China,Foshan,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2023,4,65,23.1 B,Fontbona,Iris,Iris Fontbona & family,01-01-1943,80,Female,Chile,Chile,Santiago,Metals & Mining,['Metals & Mining'],,,FALSE,Increased
2023,4,65,23.1 B,Hartono,Michael,Michael Hartono,02-10-1939,83,Male,Indonesia,Indonesia,Kudus,Manufacturing,['Manufacturing'],,,FALSE,Increased
2023,4,67,22.9 B,Ratcliffe,James,James Ratcliffe,01-01-1953,70,Male,United Kingdom,United Kingdom,London,Manufacturing,['Manufacturing'],,,TRUE,Increased
2023,4,68,22.6 B,Poonawalla,Cyrus,Cyrus Poonawalla,11-05-1941,81,Male,India,India,Pune,Healthcare,['Healthcare'],,,FALSE,Decreased
2023,4,69,22.4 B,Son,Masayoshi,Masayoshi Son,11-08-1957,65,Male,Japan,Japan,Tokyo,Telecom,['Telecom'],SoftBank Group Corp.,CEO,TRUE,Increased
2023,4,70,22.1 B,Lisin,Vladimir,Vladimir Lisin,07-05-1956,66,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2023,4,71,22.0 B,Besnier,Emmanuel,Emmanuel Besnier,18-09-1970,52,Male,France,France,Laval,Food & Beverage,['Food & Beverage'],,,FALSE,Decreased
2023,4,72,21.6 B,Johnson,Abigail,Abigail Johnson,19-12-1961,61,Female,United States,United States,Milton,Finance & Investments,['Finance & Investments'],Fidelity Investments,CEO,FALSE,Increased
2023,4,72,21.6 B,Mikhelson,Leonid,Leonid Mikhelson & family,11-08-1955,67,Male,Russia,Russia,Moscow,Energy,['Energy'],,,TRUE,Increased
2023,4,74,21.2 B,Walton,Lukas,Lukas Walton,19-09-1986,36,Male,United States,United States,Chicago,Fashion & Retail,['Fashion & Retail'],,,FALSE,Increased
2023,4,74,21.2 B,Wang,Wei,Wang Wei,01-10-1970,52,Male,China,China,Shenzhen,Service,['Service'],,,TRUE,Decreased
2023,4,76,21.1 B,Huang,Jensen,Jensen Huang,17-02-1963,60,Male,United States,United States,Los Altos,Technology,['Technology'],NVIDIA,CEO & President,TRUE,Increased
2023,4,77,21.0 B,Lauder,Leonard,Leonard Lauder,19-03-1933,90,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],The Estée Lauder Companies,Chairman Emeritus,FALSE,Decreased
2023,4,77,21.0 B,Takizaki,Takemitsu,Takemitsu Takizaki,10-06-1945,77,Male,Japan,Japan,Osaka,Manufacturing,['Manufacturing'],,,TRUE,Decreased
2023,4,79,20.9 B,Mordashov,Alexey,Alexey Mordashov & family,26-09-1965,57,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2023,4,80,20.5 B,Alekperov,Vagit,Vagit Alekperov,01-09-1950,72,Male,Russia,Russia,Moscow,Energy,['Energy'],,,TRUE,Increased
2023,4,81,20.2 B,Frist,Thomas,"Thomas Frist, Jr. & family",12-08-1938,84,Male,United States,United States,Nashville,Healthcare,['Healthcare'],,,TRUE,Decreased
2023,4,82,19.6 B,Forrest,Andrew,Andrew Forrest,18-11-1961,61,Male,Australia,Australia,Perth,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2023,4,83,19.1 B,Dalio,Ray,Ray Dalio,08-08-1949,73,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],Bridgewater Associates,Founder & Co-Chief Investment Officer,TRUE,Decreased
2023,4,84,19.0 B,Li,Eric,Li Eric,01-06-1963,59,Male,China,China,Hangzhou,Automotive,['Automotive'],,,TRUE,Decreased
2023,4,84,19.0 B,Wang,Wenyin,Wang Wenyin,01-01-1968,55,Male,China,China,Shenzhen,Metals & Mining,['Metals & Mining'],,,TRUE,Increased
2023,4,86,18.9 B,Ofer,Eyal,Eyal Ofer,02-06-1950,72,Male,Israel,Monaco,Monte Carlo,Diversified,['Diversified'],,,FALSE,Increased
2023,4,86,18.9 B,Qin,Yinglin,Qin Yinglin,17-04-1965,57,Male,China,China,Nanyang,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2023,4,88,18.7 B,Wang,Chuanfu,Wang Chuanfu,15-02-1966,57,Male,China,China,Shenzhen,Automotive,['Automotive'],,,TRUE,Decreased
2023,4,89,18.5 B,Hamm,Harold,Harold Hamm & family,11-12-1945,77,Male,United States,United States,Oklahoma City,Energy,['Energy'],Continental Resources Inc. ,Chairman and CEO,TRUE,Increased
2023,4,89,18.5 B,Tepper,David,David Tepper,11-09-1957,65,Male,United States,United States,Palm Beach,Finance & Investments,['Finance & Investments'],Appaloosa Management,President and Founder,TRUE,Increased
2023,4,89,18.5 B,Timchenko,Gennady,Gennady Timchenko,09-11-1952,70,Male,Russia,Russia,Moscow,Energy,['Energy'],,,TRUE,Increased
2023,4,92,18.0 B,Gilbert,Daniel,Daniel Gilbert,17-01-1962,61,Male,United States,United States,Franklin,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2023,4,93,17.7 B,Mittal,Lakshmi,Lakshmi Mittal,15-06-1950,72,Male,India,United Kingdom,London,Metals & Mining,['Metals & Mining'],ArcelorMittal (ADR),Chairman and CEO,FALSE,Decreased
2023,4,94,17.5 B,Cohen,Steve,Steve Cohen,11-06-1956,66,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],Point72 Asset Management,Founder,TRUE,Increased
2023,4,94,17.5 B,Icahn,Carl,Carl Icahn,16-02-1936,87,Male,United States,United States,Indian Creek,Finance & Investments,['Finance & Investments'],Icahn Capital Management,Founder,TRUE,Increased
2023,4,94,17.5 B,Jindal,Savitri,Savitri Jindal & family,20-03-1950,73,Female,India,India,Hisar,Metals & Mining,['Metals & Mining'],,,FALSE,Decreased
2023,4,97,17.4 B,Bren,Donald,Donald Bren,11-05-1932,90,Male,United States,United States,Newport Beach,Real Estate,['Real Estate'],Irvine Company,Chairman,TRUE,Increased
2023,4,97,17.4 B,Menard,John,"John Menard, Jr.",22-01-1940,83,Male,United States,United States,Eau Claire,Fashion & Retail,['Fashion & Retail'],"Menard, Inc.",Founder,TRUE,Increased
2023,4,99,17.1 B,Murdoch,Rupert,Rupert Murdoch & family,11-03-1931,92,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],News Corp,Chairman and CEO,FALSE,Decreased
2023,4,100,16.7 B,Safra,Vicky,Vicky Safra & family,01-01-1953,70,Female,Brazil,Switzerland,Crans-Montana,Finance & Investments,['Finance & Investments'],,,FALSE,Increased
2023,4,101,16.5 B,Albrecht,Theo,"Theo Albrecht, Jr. & family",01-01-1951,72,Male,Germany,Germany,Mulheim an der Ruhr,Fashion & Retail,['Fashion & Retail'],,,FALSE,Decreased
2023,4,101,16.5 B,Kellnerova,Renata,Renata Kellnerova & family,04-07-1967,55,Female,Czech Republic,Czech Republic,Prague,Finance & Investments,['Finance & Investments'],,,FALSE,Decreased
2023,4,103,16.3 B,Li,Xiting,Li Xiting,01-01-1951,72,Male,Singapore,China,Shenzhen,Healthcare,['Healthcare'],,,TRUE,Decreased
2023,4,104,16.2 B,Persson,Stefan,Stefan Persson,04-10-1947,75,Male,Sweden,Sweden,Stockholm,Fashion & Retail,['Fashion & Retail'],Hennes & Mauritz Unsponsored ADR,Chairman,FALSE,Decreased
2023,4,104,16.2 B,Schmidt,Eric,Eric Schmidt,27-04-1955,67,Male,United States,United States,Atherton,Technology,['Technology'],,,TRUE,Decreased
2023,4,106,16.0 B,Platt,Michael,Michael Platt,18-03-1968,55,Male,United Kingdom,Switzerland,Geneva,Finance & Investments,['Finance & Investments'],BlueCrest Capital Management,Founder ,TRUE,Increased
2023,4,107,15.9 B,Pang,Kang,Pang Kang,19-01-1956,67,Male,China,China,Foshan,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2023,4,108,15.8 B,Albrecht Jr.,Karl,Karl Albrecht Jr. & family,,,Male,Germany,Germany,,Fashion & Retail,['Fashion & Retail'],,,FALSE,
2023,4,108,15.8 B,Heister,Beate,Beate Heister,,,Female,Germany,,,Fashion & Retail,['Fashion & Retail'],,,FALSE,
2023,4,108,15.8 B,Lemann,Jorge Paulo,Jorge Paulo Lemann & family,26-08-1939,83,Male,Brazil,Switzerland,Zurich,Food & Beverage,['Food & Beverage'],,"Investor, Philanthropist",TRUE,Increased
2023,4,108,15.8 B,Woo,Peter,Peter Woo,05-09-1946,76,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,FALSE,Decreased
2023,4,112,15.6 B,Shanghvi,Dilip,Dilip Shanghvi,01-10-1955,67,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,TRUE,Remained Even
2023,4,113,15.5 B,Pera,Robert,Robert Pera,10-03-1978,45,Male,United States,United States,San Jose,Technology,['Technology'],Ubiquiti,Chief Executive Officer,TRUE,Increased
2023,4,114,15.3 B,Damani,Radhakishan,Radhakishan Damani,01-01-1955,68,Male,India,India,Mumbai,Fashion & Retail,['Fashion & Retail'],,,TRUE,Decreased
2023,4,115,15.2 B,Huang,Shilin,Huang Shilin,01-01-1967,56,Male,China,China,Ningde,Automotive,['Automotive'],,,TRUE,Decreased
2023,4,116,14.9 B,Chearavanont,Dhanin,Dhanin Chearavanont,19-04-1939,83,Male,Thailand,Thailand,Bangkok,Diversified,['Diversified'],,,FALSE,Increased
2023,4,116,14.9 B,Green,David,David Green & family,13-11-1941,81,Male,United States,United States,Oklahoma City,Fashion & Retail,['Fashion & Retail'],Hobby Lobby,CEO,TRUE,Increased
2023,4,118,14.8 B,Sirivadhanabhakdi,Charoen,Charoen Sirivadhanabhakdi,02-05-1944,78,Male,Thailand,Thailand,Bangkok,Food & Beverage,['Food & Beverage'],,,TRUE,Increased
2023,4,119,14.7 B,de Carvalho-Heineken,Charlene,Charlene de Carvalho-Heineken & family,30-06-1954,68,Female,Netherlands,United Kingdom,London,Food & Beverage,['Food & Beverage'],,,FALSE,Decreased
2023,4,120,14.6 B,Xu,Hang,Xu Hang,22-05-1966,56,Male,Hong Kong,China,Shenzhen,Healthcare,['Healthcare'],,,TRUE,Decreased
2023,4,121,14.5 B,Wei,Jianjun,Wei Jianjun & family,01-03-1964,59,Male,China,China,Baoding,Automotive,['Automotive'],,,TRUE,Decreased
2023,4,122,14.4 B,Usmanov,Alisher,Alisher Usmanov,09-09-1953,69,Male,Russia,Uzbekistan,Tashkent,Metals & Mining,['Metals & Mining'],Metalloinvest,Founder,TRUE,Increased
2023,4,123,14.3 B,Goh,Cheng Liang,Goh Cheng Liang,27-06-1927,95,Male,Singapore,Singapore,Singapore,Manufacturing,['Manufacturing'],,,TRUE,Increased
2023,4,124,14.2 B,Birla,Kumar,Kumar Birla,14-06-1967,55,Male,India,India,Mumbai,Diversified,['Diversified'],,,FALSE,Decreased
2023,4,124,14.2 B,Dangote,Aliko,Aliko Dangote,10-04-1957,65,Male,Nigeria,Nigeria,Lagos,Manufacturing,['Manufacturing'],Dangote Group,CEO,TRUE,Increased
2023,4,126,14.1 B,Kwong,Siu-hing,Kwong Siu-hing,02-12-1929,93,Female,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,FALSE,Increased
2023,4,127,14.0 B,Ofer,Idan,Idan Ofer,02-10-1955,67,Male,Israel,United Kingdom,London,Diversified,['Diversified'],,,FALSE,Increased
2023,4,128,13.9 B,Chen,Bang,Chen Bang,01-09-1965,57,Male,China,China,Changsha,Healthcare,['Healthcare'],,,TRUE,Increased
2023,4,128,13.9 B,Lui,Che Woo,Lui Che Woo,01-04-1929,94,Male,Hong Kong,Hong Kong,Hong Kong,Gambling & Casinos,['Gambling & Casinos'],,,TRUE,Increased
2023,4,130,13.7 B,Fredriksen,John,John Fredriksen,01-02-1945,78,Male,Cyprus,United Kingdom,London,Logistics,['Logistics'],,Investor,TRUE,Increased
2023,4,130,13.7 B,Hendricks,Diane,Diane Hendricks,02-03-1947,76,Female,United States,United States,Afton,Construction & Engineering,['Construction & Engineering'],ABC Supply,Cofounder,TRUE,Increased
2023,4,130,13.7 B,Koum,Jan,Jan Koum,24-02-1976,47,Male,United States,United States,Atherton,Technology,['Technology'],WhatsApp Inc.,"CEO, cofounder",TRUE,Increased
2023,4,133,13.3 B,Jones,Jerry,Jerry Jones,13-10-1942,80,Male,United States,United States,Dallas,Sports,['Sports'],Dallas Cowboys,President and General Manager,TRUE,Increased
2023,4,133,13.3 B,Kaiser,George,George Kaiser,29-07-1942,80,Male,United States,United States,Tulsa,Energy,['Energy'],BOK Financial,Chairman,FALSE,Increased
2023,4,133,13.3 B,Lau,Joseph,Joseph Lau,21-07-1951,71,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,TRUE,Decreased
2023,4,136,13.2 B,Lu,Xiangyang,Lu Xiangyang,28-12-1962,60,Male,China,China,Guangzhou,Automotive,['Automotive'],,,TRUE,Decreased
2023,4,137,13.1 B,Triguboff,Harry,Harry Triguboff,03-03-1933,90,Male,Australia,Australia,Sydney,Real Estate,['Real Estate'],,,TRUE,Increased
2023,4,138,12.9 B,Kotak,Uday,Uday Kotak,15-03-1959,64,Male,India,India,Mumbai,Finance & Investments,['Finance & Investments'],,,TRUE,Decreased
2023,4,138,12.9 B,Kroenke,Stanley,Stanley Kroenke,29-07-1947,75,Male,United States,United States,Electra,Sports,['Sports'],,,TRUE,Increased
2023,4,140,12.6 B,Fridman,Mikhail,Mikhail Fridman,21-04-1964,58,Male,Russia,United Kingdom,London,Energy,['Energy'],,,TRUE,Increased
2023,4,141,12.3 B,Ratanavadi,Sarath,Sarath Ratanavadi,12-07-1965,57,Male,Thailand,Thailand,Bangkok,Energy,['Energy'],,,TRUE,Increased
2023,4,142,12.2 B,Dang,Yanbao,Dang Yanbao,01-02-1973,50,Male,China,China,Yinchuan,Metals & Mining,['Metals & Mining'],,,TRUE,Decreased
2023,4,142,12.2 B,Jiang,Rensheng,Jiang Rensheng & family,08-10-1953,69,Male,China,China,Chongqing,Healthcare,['Healthcare'],,,TRUE,Decreased
2023,4,144,12.1 B,Khan,Shahid,Shahid Khan,18-07-1950,72,Male,United States,United States,Naples,Automotive,['Automotive'],,,TRUE,Increased
2023,4,145,12.0 B,Powell Jobs,Laurene,Laurene Powell Jobs & family,06-11-1963,59,Female,United States,United States,Palo Alto,Technology,['Technology'],Emerson Collective,"Investor, Philanthropist",FALSE,Decreased
2023,4,146,11.8 B,Kuok,Robert,Robert Kuok,06-10-1923,99,Male,Malaysia,Hong Kong,Hong Kong,Diversified,['Diversified'],,,TRUE,Increased
2023,4,147,11.6 B,Ross,Stephen,Stephen Ross,10-05-1940,82,Male,United States,United States,New York,Real Estate,['Real Estate'],,,TRUE,Increased
2023,4,148,11.5 B,Durov,Pavel,Pavel Durov,10-10-1984,38,Male,United Arab Emirates,United Arab Emirates,Dubai,Technology,['Technology'],,,TRUE,Decreased
2023,4,148,11.5 B,Struengmann,Andreas,Andreas Struengmann & family,16-02-1950,73,Male,Germany,Germany,Tegernsee,Healthcare,['Healthcare'],,,TRUE,Decreased
2023,4,148,11.5 B,Struengmann,Thomas,Thomas Struengmann & family,16-02-1950,73,Male,Germany,Germany,Tegernsee,Healthcare,['Healthcare'],,,TRUE,Decreased
2023,4,151,11.4 B,Liu,Hanyuan,Liu Hanyuan,01-01-1964,59,Male,China,China,Chengdu,Food & Beverage,['Food & Beverage'],,,TRUE,Decreased
2023,4,151,11.4 B,Rubin,Michael,Michael Rubin,21-07-1972,50,Male,United States,United States,Bryn Mawr,Fashion & Retail,['Fashion & Retail'],Kynetic,CEO,TRUE,Increased
2023,4,153,11.3 B,Englander,Israel,Israel Englander,30-09-1948,74,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],"Millennium Management, L.L.C.",Founder,TRUE,Decreased
2023,4,153,11.3 B,Kantor,Viatcheslav,Viatcheslav Kantor,08-09-1953,69,Male,Russia,Israel,Herzliya,Manufacturing,['Manufacturing'],,,TRUE,Increased
2023,4,153,11.3 B,Pratt,Anthony,Anthony Pratt,11-04-1960,62,Male,Australia,Australia,Melbourne,Manufacturing,['Manufacturing'],,,FALSE,Decreased
